Building Energy and Water Use Metrics,,,,,,,,,,,,,,,,,,,,
City of Boston Environment Department - Building Energy Reporting and Disclosure Ordinance,,,,,,,,,,,,,,,,,,,,
"Energy and water use metrics for large buildings in calendar year 2015, as submitted by buildings for Boston's energy reporting ordinance. For more information, please visit berdo.greenovateboston.org. Field name definitions are on the second tab.",,,,,,,,,,,,,,,,,,,,
"September 28, 2016",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),Tax Parcel,Years Reported
Shops at Riverwood,Yes,Supermarket/Grocery Store,892 River Street,02136,59039,Not Available,Not Available,,Other - Mall Parking Supermarket/Grocery,2009,Not Available,Not Available,Not Available,,,,,,Not Available,"2015, 2016"
Shore Plaza East,Yes,Multifamily Housing,408-826 Border Street,02128,297154,137.6,14,,Multifamily Housing,1975,2543.5,8.6,40877485,21%,79%,,71.9,,0103678000,"2015, 2016"
Shriners Hospitals for Children - Boston,Yes,Other - Specialty Hospital,51 Blossom,02114,270000,220.2,Not Available,,Other - Specialty Hospital Parking,1999,4692.5,17.4,59444712,41%,,59%,24.9,,Not Available,"2014, 2015, 2016"
Shubert Theatre,Yes,Performing Arts,263-265 Tremont Steet,02116,24622,199.1,Not Available,,Performing Arts,1910,307.7,12.5,4902146,22%,78%,,13.2,,Not Available,2016
Simmons Hall,Yes,College/University,255 Brookline Avenue,02115,34400,95.7,Not Available,,College/University,1956,201.5,5.9,3293538,18%,82%,,32.9,,0402017000,"2015, 2016"
"Six Beacon Street, LLC",Yes,Office,6 Beacon Street,02108,90000,37.5,97,,Office,1900,286.7,3.2,3374264,73%,27%,,15.1,,0304695000,"2014, 2015, 2016"
SMFA Mission Hill,Yes,Other - Education,160 St Alphonsus St,01225,45000,82.3,Not Available,,Other - Education,1920,281.9,6.3,3701794,53%,47%,,2.8,,Not Available,"2014, 2016"
Smith Hall,Yes,College/University,54 Pilgrim Road,02115,32400,118.6,Not Available,,College/University,1964,261.5,8.1,3843658,34%,66%,,25.6,,0402015000,"2015, 2016"
Smith House,Yes,Multifamily Housing,757 Shawmut Avenue,02119,103792,88.6,56,,Multifamily Housing,1973,579.2,5.6,9193555,23%,77%,,45.4,,0902505000,2016
SNOWDEN,Municipal,K-12 School,150 Newbury St.,02116,36400,49.6,89,,K-12 School,1885,130.7,3.6,1804638,44%,56%,,,,Not Available,2016
Soldiers Field Park Complex (Roll-Up),Yes,Multifamily Housing,111 Western Avenue,02134,453389,68.1,78,,Multifamily Housing,1976,2289.7,5.1,30868093,26%,,74%,29.8,,2200480000,"2014, 2015, 2016"
Soldiers Field Park Garage,Yes,Parking,111 Western Avenue,02134,270637,5.6,Not Available,,Parking,1975,146.6,0.5,1515544,100%,,,,,2200480000,"2014, 2015, 2016"
Somerset Condominium,Yes,Multifamily Housing,"400, 416, 418 Commonwealth Ave, 429 Newbury Street",02215,155880,62.8,68,,Multifamily Housing Office,1897,833.1,5.3,9782256,73%,27%,,32.1,,503809000,"2015, 2016"
Sophine LPS,Yes,Multifamily Housing,150 Huntington Avenue,02115,287281,94.5,10,,Multifamily Housing Parking,1980,2046.9,7.1,27148532,51%,49%,,61.8,,0400864000,"2015, 2016"
South Bay Center: South Bay Center,Yes,Retail Store,8 Allstate Road,02125,572434,2.5,Not Available,,Parking Retail Store,2005,39.4,0.1,1422535,97%,3%,,24.9,291363,Not Available,"2014, 2015, 2016"
South Boston Branch,Municipal,Library,646 East Broadway,02127,10800,77,Not Available,,Library,2000,57,5.3,831187,35%,65%,,,,Not Available,2016
South Boston Elderly,Yes,Multifamily Housing,120 H Street,02127,25500,2192.8,1,,Multifamily Housing,1985,3015.1,118.2,55915792,2%,98%,,58.3,,0602147000,"2015, 2016"
south boston health center,Yes,Medical Office,409 west broadway,02127,40000,124.7,17,,Medical Office,1885,391.9,9.8,4988744,58%,42%,,8.3,,0601141000,2016
SOUTH BOSTON HS,Municipal,K-12 School,95 G St.,02127,160270,98.7,51,,K-12 School,1901,918,5.7,15818864,11%,89%,,,,Not Available,2016
South Cove Plaza: 230 Stuart Street,Yes,Multifamily Housing,230 Stuart St,02116,139560,44.1,85,,Multifamily Housing,1982,482.1,3.5,6148569,58%,42%,,55.5,,0500800000,"2015, 2016"
South Cove Plaza: 285 Tremont St,Yes,Multifamily Housing,285 Tremont St,02116,84050,86.6,34,,Multifamily Housing,1982,484.4,5.8,7281325,31%,69%,,53.5,,0500066000,"2015, 2016"
South End Branch,Municipal,Library,685 Tremont St,02118,11342,53.5,Not Available,,Library,2000,48.2,4.3,606404,61%,39%,,,,Not Available,2016
South Hall,Yes,College/University,321 Brookline Avenue,02115,26100,102.5,Not Available,,College/University,1905,169.9,6.5,2674802,24%,76%,,64.8,,0402012000,"2015, 2016"
Spangler Center,Yes,Other - Entertainment/Public Assembly,117 Western Ave,02163,139437,122.7,Not Available,,Other - Entertainment/Public Assembly,2000,1245.4,8.9,17115565,28%,17%,55%,21.9,,2200490000,"2014, 2015, 2016"
Sparrow Enterprises Ltd,Yes,Manufacturing/Industrial Plant,98r Condor Street,02128,46000,28.8,Not Available,,Manufacturing/Industrial,1986,83.9,1.8,1324964,23%,77%,,2.4,,Not Available,2016
Special Operations Fire,Municipal,Fire Station,108 Holton Street,02135,11500,271.7,Not Available,,Fire Station,2000,172.3,15,3124895,5%,95%,,,,Not Available,2016
Special Operations Police,Municipal,Police Station,3 Edgewood St,02119,20000,173.7,Not Available,,Police Station,2000,233.7,11.7,3473407,32%,68%,,,,Not Available,2016
SPIRE 65 BAY ST LLC,Yes,Manufacturing/Industrial Plant,65 BAY STREET,02125,75000,130.4,Not Available,,Manufacturing/Industrial,2001,916.8,12.2,9779182,93%,7%,,612.7,,1503130010,"2014, 2015, 2016"
Springhouse Inc,Yes,Senior Care Community,44 Allandale Street ,02130,172770,133,4,,Senior Care Community,1996,1497.5,8.7,22979880,28%,72%,,27.2,,2003594000,"2015, 2016"
SS Brighton MA LLC,Yes,Self-Storage Facility,145 N. Beacon St.,02135,128855,17.4,Not Available,,Self-Storage Facility,2007,180.1,1.4,2238485,63%,37%,,0.5,,2201904000,"2014, 2015, 2016"
SSFC,Yes,Financial Office,One Lincoln Street,02111,1043218,124,70,,Data Center Financial Office Parking Restaurant,2003,12330.0,11.8,129332337,97%,3%,,18.2,,0304246010,"2014, 2015, 2016"
St Germain,Yes,Multifamily Housing,8-67 St Germain Street,02116,159042,21.2,100,,Multifamily Housing,1900,299.4,1.9,3368702,82%,18%,,42.6,,0401229000,"2015, 2016"
St Joseph's Community Inc,Yes,Multifamily Housing,86 Crispus Attucks Pl,02119,140932,82.2,96,,Multifamily Housing,1990,636.7,4.5,11584002,4%,96%,,8.3,,0903820000,2016
St. Ann Hall,Yes,Residence Hall/Dormitory,410 The Fenway,02115,49803,65,82,,Residence Hall/Dormitory,1962,214.6,4.3,3238770,30%,70%,,26.5,,0401847000,"2014, 2015, 2016"
St. Elizabeth Medical Center,Yes,Hospital (General Medical & Surgical),736 Cambridge Street,02135,651000,215.3,91,,Hospital (General Medical & Surgical),1960,9055.1,13.9,140182156,26%,74%,,22.9,,2101836000 2101835100,"2014, 2015, 2016"
St. Helena's House: 89 Union Park Street,Yes,Multifamily Housing,89 Union Park St,02118,85828,60.3,80,,Multifamily Housing,1986,342.5,4.0,5171306,30%,70%,,40.2,,0801080000,"2015, 2016"
St. Joseph Hall,Yes,Residence Hall/Dormitory,430 The Fenway,02115,94450,44.8,90,,Residence Hall/Dormitory,1966,301.7,3.2,4232422,42%,58%,,38.3,,0401847000,"2014, 2015, 2016"
Stables,Municipal,Police Station,165 Allandale St,02120,3440,214.1,Not Available,,Police Station,2000,7.8,2.3,736640,11%,,,,,Not Available,2016
"Standish Village TRS, LLC",Yes,Senior Care Community,1190 Adams St,02124,76430,105.6,Not Available,,Senior Care Community,1880,560.0,7.3,8074124,37%,63%,,73.1,,1703663030,"2015, 2016"
State Transportation Building ,Yes,State Office Building,10 Park Plaza,02116,901000,52,0,,State Office Building Office,1984,4522.3,,46932216,79%,,21%,,,,2016
Station 06 (inactive),Municipal,Police Station,273 D St,02127,18084,Not Available,Not Available,,Police Station,2000,0,0,Not Available,,,,,,Not Available,2016
Sterling Suffolk Race Cource LLC,Yes,Other - Entertainment/Public Assembly,525 McClellan Highway,02128,7100280,Not Available,Not Available,,Other - Entertainment/Public Assembly Parking,1935,0.0,0.0,Not Available,,,,,,Not Available,"2014, 2016"
Stillman Tennis Center,Municipal,Fitness Center/Health Club/Gym,44 Terminal St,02129,64320,27.1,Not Available,,Fitness Center/Gym,2000,92.7,1.4,1746200,,100%,,,,Not Available,2016
Stony Brook Commons,Yes,Multifamily Housing,390 Blue Ledge Drive,02131,459000,74.3,97,,Multifamily Housing,1900,1873.9,4.1,34086015,4%,96%,,67.1,,1806016400,"2015, 2016"
Stony Brook Village,Yes,Multifamily Housing,145 Navarre St,02136,77407,124.4,18,,Multifamily Housing,1964,572.3,7.4,9626873,15%,85%,,5894.5,,1806881000,"2015, 2016"
Storage,Municipal,Fire Station,302 Northern Ave,02210,5000,18.7,Not Available,,Fire Station,2000,9,1.8,93502,100%,,,,,Not Available,2016
STP LLC,Yes,Retail Store,477 481 Washington Street,02111,171918,Not Available,Not Available,,Office Retail Store,1920,Not Available,Not Available,Not Available,,,,,,Not Available,"2014, 2015, 2016"
Strand Theatre,Municipal,Other,543 Columbia Rd,02125,18000,278,Not Available,,Other,2000,344.3,19.1,5004878,36%,64%,,,,Not Available,2016
Street Light Yard,Municipal,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",327 Forest Hills Street,02130,4320,111.4,Not Available,,Repair Services,2000,23.5,5.4,481371,51%,,,,,Not Available,2016
Streetlighting Yard PWD,Municipal,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",430 Canterbury St,02131,9150,25.4,Not Available,,Repair Services,2014,22.5,2.5,232825,100%,,,,,Not Available,2016
Stress Unit,Municipal,Police Station,249 River St,02126,3115,80.3,Not Available,,Police Station,2000,15.7,5,249983,22%,78%,,,,Not Available,2016
SUMNER,Municipal,K-12 School,15 Basile St.,02131,49105,57.2,95,,K-12 School,1931,168.4,3.4,2811110,16%,84%,,,,Not Available,2016
Sumner Hill House Condos: Sumner Hill House Condos,Yes,Multifamily Housing,76 Elm Street,02130,95501,52.8,87,,Multifamily Housing,1985,334.9,3.5,5041273,31%,69%,,23.8,,1901237000,2016
Symphony Court Condo,Yes,Multifamily Housing,41 Westland Ave,02115,72000,30.8,99,,Multifamily Housing,1960,165.1,2.3,2218755,49%,51%,,17.1,,0401482000,"2015, 2016"
Symphony East: 334 Massachusetts Ave,Yes,Multifamily Housing,334 Massachusetts Ave,02115,154105,66.4,65,,Multifamily Housing,1978,724.3,4.7,10235725,40%,60%,,44.0,,0402295000,2016
Symphony West: 333 Massachusetts Ave,Yes,Multifamily Housing,333 Massachusetts Ave,02115,174779,78.4,43,,Multifamily Housing,1978,960.3,5.5,13706279,39%,61%,,42.4,,0402277000,2016
TAFT,Municipal,K-12 School,20 Warren St.,02135,113199,59.5,89,,K-12 School,1895,409.4,3.6,6733926,18%,82%,,,,Not Available,2016
Tai Tung Village,Yes,Multifamily Housing,232 Harrison Avenue,02111,596474,39.3,100,,Multifamily Housing Parking,1973,1307.0,2.2,23428839,6%,94%,,28.7,,0305021000,"2015, 2016"
Taj Boston,Yes,Hotel,15 Arlington Street,02116,178000,121017.9,1,,Hotel,1927,1430855.6,8038.5,21541179753,0%,0%,100%,158.0,,Not Available,2016
Tata Hall,Yes,Residence Hall/Dormitory,53 Harvard Way,02163,157587,56.8,84,,Residence Hall/Dormitory,2012,653.0,4.1,8943184,46%,54%,,22.9,82620,2200530000,"2014, 2015, 2016"
TAYLOR,Municipal,K-12 School,1060 Morton St.,02126,51389,38.3,99,,K-12 School,1931,124.8,2.4,1970355,23%,77%,,,,Not Available,2016
TD Garden,Yes,Indoor Arena,100 Legends Way,02114,755000,105.8,Not Available,,Indoor Arena Parking,1995,6643.9,8.8,79882210,69%,31%,,24.3,,0301925100,"2014, 2015, 2016"
Teele Hall,Yes,Office,230 Western Ave,02134,52688,67.8,68,,Office,1984,328.1,6.2,3570738,89%,11%,,14.7,,2201058010,"2014, 2015, 2016"
Temple Bnai Moshe,Yes,Worship Facility,16 Sidlaw rd,02135,32425,26.6,93,,Parking Worship Facility,1934,56.0,1.7,862282,27%,73%,,4.8,,2102533000,2016
Tenean Properties,Yes,Office,60 Tenean Street,02122,48399,51.6,97,,Office,1968,160.3,3.3,2495263,26%,74%,,0.2,,1602580000,2016
Tent City,Yes,Multifamily Housing,130 Dartmouth Street,02116,327174,79.0,46,,Multifamily Housing Retail Store,1987,1814.7,5.5,25853154,39%,61%,,40.3,,0400600040,"2015, 2016"
"Teraview Investments, LLC",Yes,Office,1000 Washington Street,02118,242240,81.1,67,,Office,1900,1616.4,6.7,19643296,67%,33%,,15.2,,0306234010,"2014, 2016"
The Atlantic Building,Yes,Office,400 Atlantic Avenue,02210,104690,81.4,79,,Office,1984,694.7,6.6,8523735,65%,35%,,11.5,,0302960000,"2014, 2015, 2016"
The Biewend Building,Yes,Medical Office,250 Tremont Street,02116,154528,70898.6,1,,Medical Office,1924,727620.2,4708.7,10955810971,0%,,100%,14.5,,Not Available,"2014, 2015, 2016"
The Blackstone Apartments,Yes,Multifamily Housing,33 Blossom Street,02114,129648,59.4,86,,Multifamily Housing,1978,516.3,4.0,7704342,32%,68%,,36.6,,0300670000,"2015, 2016"
The Boston Conservatory,Yes,College/University,8 Fenway,02215,45738,86.3,Not Available,,College/University,1899,262.6,5.7,3947707,31%,69%,,17.6,,Not Available,2016
The Boston Conservatory,Yes,College/University,31 Hemenway St,02115,39900,122.5,Not Available,,College/University,2010,357.3,9.0,4886540,46%,54%,,6.5,,Not Available,2016
The Boston Globe,Yes,Other,135 William T. Morrissey Blvd.,02205,710000,91.1,Not Available,,Other Parking,1958,6189.8,8.7,64651689,98%,2%,,20.7,,1302364050,"2014, 2015, 2016"
"The Bostonian Boston, a Millennium Hotel",Yes,Hotel,26 North Street,02109,204900,87,60,,Hotel,1982,1353.2,6.6,17821519,52%,48%,,28.5,,0303365000,"2014, 2015, 2016"
The Colonnade Hotel,Yes,Hotel,120 Huntington Avenue,02116,276439,147.5,48,,Hotel,1971,2657.0,9.6,40762949,28%,72%,,72.6,,Not Available,"2014, 2015, 2016"
The Colonnade Residences,Yes,Multifamily Housing,118 Huntington Avenue,02116,172000,103.9,Not Available,,Multifamily Housing Parking,2002,1167.7,6.8,17864081,28%,72%,,27.4,,0400905010,"2015, 2016"
The Copley Condominium,Yes,Multifamily Housing,271 Dartmouth St,02116,53000,60.3,60,,Multifamily Housing,1871,260.4,4.9,3197880,65%,35%,,61.8,,501312000,"2015, 2016"
The Corner Mall,Yes,Office,413 Washington Street,02108,212515,108.8,52,,Office Performing Arts Retail Store,1925,1749.4,8.2,23119254,46%,36%,17%,36.9,,0304738000,"2014, 2015, 2016"
The Eliot Hotel,Yes,Hotel,370 Commonwealth avenue,02215,72950,Not Available,Not Available,,Hotel,1925,Not Available,Not Available,Not Available,,,,,,0503800000,"2014, 2015, 2016"
"The First Church of Christ, Scientist (plaza)",Yes,Office,210 Massachusetts Avenue,02115,1081190,123.7,Not Available,,Museum Office Parking Worship Facility,1934,8638.8,8.0,133700447,26%,73%,,11.6,,0401185000 0401150000 0401162000,"2014, 2015, 2016"
The Forbes Building,Yes,Multifamily Housing,545 Centre Street,02130,88616,110.6,34,,Multifamily Housing,1976,791.2,8.9,9803741,29%,,,46.9,,1901974000,"2014, 2015, 2016"
The Gillette Company,Yes,Manufacturing/Industrial Plant,One Gillette Park,02127,1526083,684.4,Not Available,,Manufacturing/Industrial,1905,55718.0,36.5,1044445718,0%,99%,,26.3,,0601169000,"2014, 2015, 2016"
The Heritage on the Garden,Yes,Mixed Use Property,300 Boylston Street,02116,357614,73.4,39,,Multifamily Housing Office Other Other - Services Parking Restaurant,1988,2336.6,6.5,26238773,82%,18%,,23.1,,0501170002,"2014, 2015, 2016"
The Jefferson Schoolhouse Condominium,Yes,Other - Lodging/Residential,240 Heath Street,02130,12600,137.7,Not Available,,Other - Lodging/Residential,1987,167.8,13.3,1734647,100%,,,148.4,,1001671000,2016
The Kensington,Yes,Multifamily Housing,665 Washington Street,02111,315480,62,Not Available,,Multifamily Housing Office Parking Retail Store,2013,1583.7,5.0,19573499,64%,36%,,33.9,,0304896020,"2015, 2016"
The Landmark,Yes,Office,160 Federal Street,02110,366650,46,87,,Office,1929,1631.3,4.4,16861939,100%,,,11.2,,Not Available,"2014, 2015, 2016"
The Lenox Hotel,Yes,Hotel,710 Boylston Street,02116,130410,133.6,67,,Hotel,1900,1236.4,9.5,17419834,41%,59%,,64.4,,0401038000,"2014, 2015, 2016"
The Liberty Hotel,Yes,Hotel,215 Charles St,02114,240000,179.7,8,,Hotel,2007,2949.7,12.3,43119893,35%,65%,,24.7,,0300758106,"2014, 2015, 2016"
The Lofts,Yes,Other - Lodging/Residential,530 Atlantic Avenue,02210,124123,86.9,Not Available,,Other - Lodging/Residential Other - Restaurant/Bar,2011,771.7,6.2,10783061,42%,58%,,32.4,,0302952014,"2015, 2016"
The Longwood: The Longwood,Yes,Multifamily Housing,1575 Tremont Street,02120,167113,83.6,43,,Multifamily Housing,1965,907.9,5.4,13973057,27%,73%,,31.2,,1000017000,"2015, 2016"
The MASCO Building,Yes,Office,375 Longwood Avenue,02115,83307,129,Not Available,,Office Pre-school/Daycare Restaurant Retail Store,1992,869.0,10.4,10742681,64%,36%,,22.0,,01996100,"2014, 2015, 2016"
The Mecca at Grove Hall,Yes,Other - Mall,456 - 474 Blue Hill Avenue,02121,77161,184.7,Not Available,,Other - Mall,1999,1156.5,15.0,14252176,64%,36%,,19.4,,Not Available,2016
The Metropolitan: 1 Nassau Street,Yes,Multifamily Housing,1 Nassau St,02111,350000,54.7,47,,Multifamily Housing,2001,1418.6,4.1,19147989,48%,52%,,45.9,,0305424030,"2015, 2016"
The Midtown Hotel,Yes,Hotel,220 Huntington Avenue,02115,98468,83.9,87,,Hotel Parking,1961,626.8,6.4,8257933,31%,25%,,71.0,,0402304000,"2014, 2015, 2016"
The Nautica Condominium Leasehold Trust,Yes,Multifamily Housing,1 Warren St,02129,150977,75.9,67,,Multifamily Housing Parking,2000,838.7,5.6,11453141,46%,54%,,62.6,,Not Available,"2015, 2016"
The Park Drive Condominium,Yes,Multifamily Housing,63-69 Park Drive,02115,35000,75.9,83,,Multifamily Housing,1925,159.5,4.6,2655294,16%,84%,,43.3,,504253000,"2015, 2016"
The Paulist Center,Yes,Worship Facility,5 Park Street,02108,36360,36859.1,Not Available,,Residence Hall/Dormitory Worship Facility,1945,89016.1,2448.2,1340195947,0%,0%,100%,16.0,,Not Available,2016
The Porter Condominium Trust,Yes,Multifamily Housing,156 Porter Street,02128,165000,65.4,42,,Multifamily Housing,2005,785.3,4.8,10783242,45%,55%,,41.6,,0104164010,2016
The Portland Group Boston,Yes,Distribution Center,82 Gerard Street,02119,42030,64.3,Not Available,,Distribution Center,1925,169.9,4.0,2701778,22%,78%,,0.5,,0800958000,2016
The Roxbury Latin School,Yes,K-12 School,101 St. Theresa Avenue,02132,181272,57.3,76,,K-12 School,1928,711.0,3.9,10388318,35%,65%,,44.0,,2003263000,"2015, 2016"
The Starboard Condominiums,Yes,Multifamily Housing,45 First Avenue,02129,47454,25.8,100,,Multifamily Housing,2013,90.1,1.9,1224966,47%,53%,,5.6,,0203511400,2016
The Stearns: 10 Temple Place,Yes,Multifamily Housing,10 Temple Pl,02111,135344,64.4,69,,Multifamily Housing,1909,591.1,4.4,8713509,34%,66%,,49.4,,0304794000,2016
The Victor,Yes,Multifamily Housing,110 Beverly St,02114,425709,45.8,67,,Multifamily Housing Parking Retail Store,2013,1544.6,3.6,19515726,60%,40%,,17.2,,0301536000,"2015, 2016"
The Viridian,Yes,Multifamily Housing,1282 Boylston Street,02215,272845,48.9,90,,Multifamily Housing Parking Retail Store,2014,1082.7,4.0,13341406,64%,36%,,13.1,,0504225000,"2015, 2016"
"The Westin Copley Place, Boston",Yes,Hotel,10 Huntington Avenue,02116,885000,67.9,80,,Hotel Parking Restaurant,1982,4742.3,5.4,60053490,55%,30%,15%,29.7,,0401067010,"2014, 2015, 2016"
Theroch,Yes,Multifamily Housing,133 Columbia Road,02121,310225,62.9,86,,Multifamily Housing,1940,1177.4,3.8,19523745,16%,84%,,41.0,,1202313000120236000012023800001202398000120240200012024200001400064000140008400014000870001401065000140245700014024580001402511000,"2015, 2016"
Thomas Johnson Community Center,Municipal,Other - Recreation,68 Annunciation Rd,02120,39600,7.2,Not Available,,Other - Recreation,2000,27.4,0.7,283196,100%,0%,,,,Not Available,2016
THOMPSON,Municipal,K-12 School,100 Maxwell St.,02124,75508,53.7,94,,K-12 School,1892,251.2,3.3,4051077,20%,80%,,,,Not Available,2016
Thomson Portfolio - 11 Farnsworth St - Parcel 06-02658-001,Yes,Financial Office,11 Farnsworth Street,02210,45280,79.5,74,,Financial Office,1900,324.5,7.2,3598492,71%,,,6.9,,0602658001,"2015, 2016"
Thomson Portfolio - 12-22 Thomson Place - Parcel 0602654010,Yes,Financial Office,12-44 Thomson Place,02210,184479,99,48,,Financial Office Office,1900,1673.4,9.1,18272282,88%,12%,,2.0,,0602654010,"2015, 2016"
Thomson Portfolio - 25 Thomson Place - Parcel 0602652010,Yes,Office,25-35 Thomson Place,02210,117469,30.9,Not Available,,Office,1900,336.3,2.9,3633274,90%,10%,,1.0,,0602652010,"2015, 2016"
Thomson Portfolio - 26 Thomson Place,Yes,Office,26-28 Thomson Place,02210,33942,82.3,55,,Office,1900,245.4,7.2,2793896,60%,,,7.8,,0602654010,2016
Thomson Portfolio - 35 Thomson Place,Yes,Office,35-37 Thomson Place,02210,53100,139.2,59,,Office,1900,504.6,9.5,7391246,35%,65%,,11.3,,0602652010,2016
Thomson Portfolio - 44 Thomson Place,Yes,Office,42-56 Thomson Place,02210,32384,97,22,,Office,1900,261.9,8.1,3139642,69%,31%,,10.0,,0602654010,2016
Thomson Portfolio 30-36 Thomson Place,Yes,Veterinary Office,30/36 Thomson Place,02210,73363,82.2,Not Available,,Veterinary Office,1900,512.8,7.0,6031818,73%,27%,,6.3,,0602654010,2016
TIMILITY,Municipal,K-12 School,205 Roxbury St.,02119,83120,64.3,88,,K-12 School,1937,322,3.9,5343246,16%,84%,,,,Not Available,2016
TOBIN,Municipal,K-12 School,40 Smith St.,02120,64091,62.5,90,,K-12 School,1959,244.6,3.8,4002717,18%,82%,,,,Not Available,2016
Tobin Community Center,Municipal,Other - Recreation,1481 Tremont St,02120,50000,97.6,Not Available,,Other - Recreation,2000,320.6,6.4,4879400,29%,71%,,,,Not Available,2016
