Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),Tax Parcel,Years Reported, Total Source Energy (kBTU) ,Source EUI (kBTU/sf)
St. Helena's House: 89 Union Park Street,Yes,Multifamily Housing,89 Union Park St,2118,85828,60.3,80,,Multifamily Housing,1986,342.5,4,5171306,0.3,0.7,,40.2,,801080000,2015 2016,8672280.162,101.0425521
St. Joseph Hall,Yes,Residence Hall/Dormitory,430 The Fenway,2115,94450,44.8,90,,Residence Hall/Dormitory,1966,301.7,3.2,4232422,0.42,0.58,,38.3,,401847000,2014 2015 2016,8159263.132,86.38711627
Stables,Municipal,Police Station,165 Allandale St,2120,3440,214.1,Not Available,,Police Station,2000,7.8,2.3,736640,0.11,,,,,Not Available,2016,254435.456,73.96379535
"Standish Village TRS, LLC",Yes,Senior Care Community,1190 Adams St,2124,76430,105.6,Not Available,,Senior Care Community,1880,560,7.3,8074124,0.37,0.63,,73.1,,1703663030,2015 2016,14721550.29,192.6148147
State Transportation Building ,Yes,State Office Building,10 Park Plaza,2116,901000,52,0,,State Office Building Office,1984,4522.3,,46932216,0.79,,0.21,,,,2016,128246973.4,142.3384833
Station 06 (inactive),Municipal,Police Station,273 D St,2127,18084,Not Available,Not Available,,Police Station,2000,0,0,Not Available,,,,,,Not Available,2016,#VALUE!,#VALUE!
Sterling Suffolk Race Cource LLC,Yes,Other - Entertainment/Public Assembly,525 McClellan Highway,2128,7100280,Not Available,Not Available,,Other - Entertainment/Public Assembly Parking,1935,0,0,Not Available,,,,,,Not Available,2014 2016,#VALUE!,#VALUE!
Stillman Tennis Center,Municipal,Fitness Center/Health Club/Gym,44 Terminal St,2129,64320,27.1,Not Available,,Fitness Center/Gym,2000,92.7,1.4,1746200,,1,,,,Not Available,2016,1833510.21,28.5060667
Stony Brook Commons,Yes,Multifamily Housing,390 Blue Ledge Drive,2131,459000,74.3,97,,Multifamily Housing,1900,1873.9,4.1,34086015,0.04,0.96,,67.1,,1806016400,2015 2016,38639906.6,84.18280306
Stony Brook Village,Yes,Multifamily Housing,145 Navarre St,2136,77407,124.4,18,,Multifamily Housing,1964,572.3,7.4,9626873,0.15,0.85,,5894.5,,1806881000,2015 2016,13126241.34,169.5743452
Storage,Municipal,Fire Station,302 Northern Ave,2210,5000,18.7,Not Available,,Fire Station,2000,9,1.8,93502,1,,,,,Not Available,2016,293597.536,58.7195072
STP LLC,Yes,Retail Store,477 481 Washington Street,2111,171918,Not Available,Not Available,,Office Retail Store,1920,Not Available,Not Available,Not Available,,,,,,Not Available,2014 2015 2016,#VALUE!,#VALUE!
Strand Theatre,Municipal,Other,543 Columbia Rd,2125,18000,278,Not Available,,Other,2000,344.3,19.1,5004878,0.36,0.64,,,,Not Available,2016,9020792.468,501.1551371
Street Light Yard,Municipal,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",327 Forest Hills Street,2130,4320,111.4,Not Available,,Repair Services,2000,23.5,5.4,481371,0.51,,,,,Not Available,2016,770867.5194,178.4415554
Streetlighting Yard PWD,Municipal,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",430 Canterbury St,2131,9150,25.4,Not Available,,Repair Services,2014,22.5,2.5,232825,1,,,,,Not Available,2016,731069.558,79.89831235
Stress Unit,Municipal,Police Station,249 River St,2126,3115,80.3,Not Available,,Police Station,2000,15.7,5,249983,0.22,0.78,,,,Not Available,2016,377424.0314,121.163413
SUMNER,Municipal,K-12 School,15 Basile St.,2131,49105,57.2,95,,K-12 School,1931,168.4,3.4,2811110,0.16,0.84,,,,Not Available,2016,3891699.992,79.25262177
Sumner Hill House Condos: Sumner Hill House Condos,Yes,Multifamily Housing,76 Elm Street,2130,95501,52.8,87,,Multifamily Housing,1985,334.9,3.5,5041273,0.31,0.69,,23.8,,1901237000,2016,8559577.427,89.62814449
Symphony Court Condo,Yes,Multifamily Housing,41 Westland Ave,2115,72000,30.8,99,,Multifamily Housing,1960,165.1,2.3,2218755,0.49,0.51,,17.1,,401482000,2015 2016,4601919.746,63.91555202
Symphony East: 334 Massachusetts Ave,Yes,Multifamily Housing,334 Massachusetts Ave,2115,154105,66.4,65,,Multifamily Housing,1978,724.3,4.7,10235725,0.4,0.6,,44,,402295000,2016,19304577.35,125.2689877
Symphony West: 333 Massachusetts Ave,Yes,Multifamily Housing,333 Massachusetts Ave,2115,174779,78.4,43,,Multifamily Housing,1978,960.3,5.5,13706279,0.39,0.61,,42.4,,402277000,2016,25563580.96,146.2623139
TAFT,Municipal,K-12 School,20 Warren St.,2135,113199,59.5,89,,K-12 School,1895,409.4,3.6,6733926,0.18,0.82,,,,Not Available,2016,9603925.689,84.84108242
Tai Tung Village,Yes,Multifamily Housing,232 Harrison Avenue,2111,596474,39.3,100,,Multifamily Housing Parking,1973,1307,2.2,23428839,0.06,0.94,,28.7,,305021000,2015 2016,27538257.36,46.16841197
Taj Boston,Yes,Hotel,15 Arlington Street,2116,178000,121017.9,1,,Hotel,1927,1430855.6,8038.5,21541179753,0,0,1.00,158,,Not Available,2016,25849415704,145221.4365
Tata Hall,Yes,Residence Hall/Dormitory,53 Harvard Way,2163,157587,56.8,84,,Residence Hall/Dormitory,2012,653,4.1,8943184,0.46,0.54,,22.9,82620,2200530000,2014 2015 2016,7.39E+11,4688862.98
TAYLOR,Municipal,K-12 School,1060 Morton St.,2126,51389,38.3,99,,K-12 School,1931,124.8,2.4,1970355,0.23,0.77,,,,Not Available,2016,3016023.011,58.69005061
TD Garden,Yes,Indoor Arena,100 Legends Way,2114,755000,105.8,Not Available,,Indoor Arena Parking,1995,6643.9,8.8,79882210,0.69,0.31,,24.3,,301925100,2014 2015 2016,199074455.5,263.6747756
Teele Hall,Yes,Office,230 Western Ave,2134,52688,67.8,68,,Office,1984,328.1,6.2,3570738,0.89,0.11,,14.7,,2201058010,2014 2015 2016,10391204.65,197.221467
Temple Bnai Moshe,Yes,Worship Facility,16 Sidlaw rd,2135,32425,26.6,93,,Parking Worship Facility,1934,56,1.7,862282,0.27,0.73,,4.8,,2102533000,2016,1391981.833,42.9292778
Tenean Properties,Yes,Office,60 Tenean Street,2122,48399,51.6,97,,Office,1968,160.3,3.3,2495263,0.26,0.74,,0.2,,1602580000,2016,3975952.064,82.14946722
Tent City,Yes,Multifamily Housing,130 Dartmouth Street,2116,327174,79,46,,Multifamily Housing Retail Store,1987,1814.7,5.5,25853154,0.39,0.61,,40.3,,400600040,2015 2016,48218717.71,147.3794302
"Teraview Investments, LLC",Yes,Office,1000 Washington Street,2118,242240,81.1,67,,Office,1900,1616.4,6.7,19643296,0.67,0.33,,15.2,,306234010,2014 2016,48131968.19,198.6953773
The Atlantic Building,Yes,Office,400 Atlantic Avenue,2210,104690,81.4,79,,Office,1984,694.7,6.6,8523735,0.65,0.35,,11.5,,302960000,2014 2015 2016,20529414.54,196.0971873
The Biewend Building,Yes,Medical Office,250 Tremont Street,2116,154528,70898.6,1,,Medical Office,1924,727620.2,4708.7,10955810971,0,,1.00,14.5,,Not Available,2014 2015 2016,13146973165,85078.25873
The Blackstone Apartments,Yes,Multifamily Housing,33 Blossom Street,2114,129648,59.4,86,,Multifamily Housing,1978,516.3,4,7704342,0.32,0.68,,36.6,,300670000,2015 2016,13242223.72,102.1398226
The Boston Conservatory,Yes,College/University,8 Fenway,2215,45738,86.3,Not Available,,College/University,1899,262.6,5.7,3947707,0.31,0.69,,17.6,,Not Available,2016,6702811.715,146.5479845
The Boston Conservatory,Yes,College/University,31 Hemenway St,2115,39900,122.5,Not Available,,College/University,2010,357.3,9,4886540,0.46,0.54,,6.5,,Not Available,2016,9828786.556,246.3355027
The Boston Globe,Yes,Other,135 William T. Morrissey Blvd.,2205,710000,91.1,Not Available,,Other Parking,1958,6189.8,8.7,64651689,0.98,0.02,,20.7,,1302364050,2014 2015 2016,200303862.9,282.1181167
"The Bostonian Boston, a Millennium Hotel",Yes,Hotel,26 North Street,2109,204900,87,60,,Hotel,1982,1353.2,6.6,17821519,0.52,0.48,,28.5,,303365000,2014 2015 2016,38081020.94,185.8517372
The Colonnade Hotel,Yes,Hotel,120 Huntington Avenue,2116,276439,147.5,48,,Hotel,1971,2657,9.6,40762949,0.28,0.72,,72.6,,Not Available,2014 2015 2016,66655574.2,241.1221796
The Colonnade Residences,Yes,Multifamily Housing,118 Huntington Avenue,2116,172000,103.9,Not Available,,Multifamily Housing Parking,2002,1167.7,6.8,17864081,0.28,0.72,,27.4,,400905010,2015 2016,29211345.25,169.8334026
The Copley Condominium,Yes,Multifamily Housing,271 Dartmouth St,2116,53000,60.3,60,,Multifamily Housing,1871,260.4,4.9,3197880,0.65,0.35,,61.8,,501312000,2015 2016,7702093.98,145.3225279
The Corner Mall,Yes,Office,413 Washington Street,2108,212515,108.8,52,,Office Performing Arts Retail Store,1925,1749.4,8.2,23119254,0.46,0.36,0.17,36.9,,304738000,2014 2015 2016,46848856.31,220.449645
The Eliot Hotel,Yes,Hotel,370 Commonwealth avenue,2215,72950,Not Available,Not Available,,Hotel,1925,Not Available,Not Available,Not Available,,,,,,503800000,2014 2015 2016,#VALUE!,#VALUE!
"The First Church of Christ, Scientist (plaza)",Yes,Office,210 Massachusetts Avenue,2115,1081190,123.7,Not Available,,Museum Office Parking Worship Facility,1934,8638.8,8,133700447,0.26,0.73,,11.6,,0401185000 0401150000 0401162000,2014 2015 2016,211634437.6,195.7421337
The Forbes Building,Yes,Multifamily Housing,545 Centre Street,2130,88616,110.6,34,,Multifamily Housing,1976,791.2,8.9,9803741,0.29,,,46.9,,1901974000,2014 2015 2016,8927286.555,100.7412494
The Gillette Company,Yes,Manufacturing/Industrial Plant,One Gillette Park,2127,1526083,684.4,Not Available,,Manufacturing/Industrial,1905,55718,36.5,1044445718,0,0.99,,26.3,,601169000,2014 2015 2016,1085701324,711.4300624
The Heritage on the Garden,Yes,Mixed Use Property,300 Boylston Street,2116,357614,73.4,39,,Multifamily Housing Office Other Other - Services Parking Restaurant,1988,2336.6,6.5,26238773,0.82,0.18,,23.1,,501170002,2014 2015 2016,72518720.82,202.7849044
The Jefferson Schoolhouse Condominium,Yes,Other - Lodging/Residential,240 Heath Street,2130,12600,137.7,Not Available,,Other - Lodging/Residential,1987,167.8,13.3,1734647,1,,,148.4,,1001671000,2016,5446791.58,432.285046
The Kensington,Yes,Multifamily Housing,665 Washington Street,2111,315480,62,Not Available,,Multifamily Housing Office Parking Retail Store,2013,1583.7,5,19573499,0.64,0.36,,33.9,,304896020,2015 2016,46733686.21,148.1351788
The Landmark,Yes,Office,160 Federal Street,2110,366650,46,87,,Office,1929,1631.3,4.4,16861939,1,,,11.2,,Not Available,2014 2015 2016,52946488.46,144.4060779
The Lenox Hotel,Yes,Hotel,710 Boylston Street,2116,130410,133.6,67,,Hotel,1900,1236.4,9.5,17419834,0.41,0.59,,64.4,,401038000,2014 2015 2016,33217881.45,254.7188211
The Liberty Hotel,Yes,Hotel,215 Charles St,2114,240000,179.7,8,,Hotel,2007,2949.7,12.3,43119893,0.35,0.65,,24.7,,300758106,2014 2015 2016,76818089.38,320.0753724
The Lofts,Yes,Other - Lodging/Residential,530 Atlantic Avenue,2210,124123,86.9,Not Available,,Other - Lodging/Residential Other - Restaurant/Bar,2011,771.7,6.2,10783061,0.42,0.58,,32.4,,302952014,2015 2016,20787585,167.4756894
The Longwood: The Longwood,Yes,Multifamily Housing,1575 Tremont Street,2120,167113,83.6,43,,Multifamily Housing,1965,907.9,5.4,13973057,0.27,0.73,,31.2,,1000017000,2015 2016,22556705.92,134.9787624
The MASCO Building,Yes,Office,375 Longwood Avenue,2115,83307,129,Not Available,,Office Pre-school/Daycare Restaurant Retail Store,1992,869,10.4,10742681,0.64,0.36,,22,,1996100,2014 2015 2016,25649225.16,307.8879945
The Mecca at Grove Hall,Yes,Other - Mall,456 - 474 Blue Hill Avenue,2121,77161,184.7,Not Available,,Other - Mall,1999,1156.5,15,14252176,0.64,0.36,,19.4,,Not Available,2016,34028495.42,441.0064076
The Metropolitan: 1 Nassau Street,Yes,Multifamily Housing,1 Nassau St,2111,350000,54.7,47,,Multifamily Housing,2001,1418.6,4.1,19147989,0.48,0.52,,45.9,,305424030,2015 2016,39314650.81,112.3275737
The Midtown Hotel,Yes,Hotel,220 Huntington Avenue,2115,98468,83.9,87,,Hotel Parking,1961,626.8,6.4,8257933,0.31,0.25,,71,,402304000,2014 2015 2016,10205979.39,103.6476763
The Nautica Condominium Leasehold Trust,Yes,Multifamily Housing,1 Warren St,2129,150977,75.9,67,,Multifamily Housing Parking,2000,838.7,5.6,11453141,0.46,0.54,,62.6,,Not Available,2015 2016,23036847.81,152.5851475
The Park Drive Condominium,Yes,Multifamily Housing,63-69 Park Drive,2115,35000,75.9,83,,Multifamily Housing,1925,159.5,4.6,2655294,0.16,0.84,,43.3,,504253000,2015 2016,3675989.014,105.0282575
The Paulist Center,Yes,Worship Facility,5 Park Street,2108,36360,36859.1,Not Available,,Residence Hall/Dormitory Worship Facility,1945,89016.1,2448.2,1340195947,0,0,1.00,16,,Not Available,2016,1608235136,44230.88934
The Porter Condominium Trust,Yes,Multifamily Housing,156 Porter Street,2128,165000,65.4,42,,Multifamily Housing,2005,785.3,4.8,10783242,0.45,0.55,,41.6,,104164010,2016,21464043.2,130.0851103
The Portland Group Boston,Yes,Distribution Center,82 Gerard Street,2119,42030,64.3,Not Available,,Distribution Center,1925,169.9,4,2701778,0.22,0.78,,0.5,,800958000,2016,4079144.273,97.05315902
The Roxbury Latin School,Yes,K-12 School,101 St. Theresa Avenue,2132,181272,57.3,76,,K-12 School,1928,711,3.9,10388318,0.35,0.65,,44,,2003263000,2015 2016,18506788.52,102.0940273
The Starboard Condominiums,Yes,Multifamily Housing,45 First Avenue,2129,47454,25.8,100,,Multifamily Housing,2013,90.1,1.9,1224966,0.47,0.53,,5.6,,203511400,2016,2489498.605,52.46130158
The Stearns: 10 Temple Place,Yes,Multifamily Housing,10 Temple Pl,2111,135344,64.4,69,,Multifamily Housing,1909,591.1,4.4,8713509,0.34,0.66,,49.4,,304794000,2016,15341003.95,113.3482382
The Victor,Yes,Multifamily Housing,110 Beverly St,2114,425709,45.8,67,,Multifamily Housing Parking Retail Store,2013,1544.6,3.6,19515726,0.6,0.4,,17.2,,301536000,2015 2016,44964232.7,105.6219923
The Viridian,Yes,Multifamily Housing,1282 Boylston Street,2215,272845,48.9,90,,Multifamily Housing Parking Retail Store,2014,1082.7,4,13341406,0.64,0.36,,13.1,,504225000,2015 2016,31853940.97,116.7473876
"The Westin Copley Place, Boston",Yes,Hotel,10 Huntington Avenue,2116,885000,67.9,80,,Hotel Parking Restaurant,1982,4742.3,5.4,60053490,0.55,0.3,0.15,29.7,,401067010,2014 2015 2016,133438854.8,150.778367
Theroch,Yes,Multifamily Housing,133 Columbia Road,2121,310225,62.9,86,,Multifamily Housing,1940,1177.4,3.8,19523745,0.16,0.84,,41,,1.2023E+129,2015 2016,27028672.58,87.12602975
Thomas Johnson Community Center,Municipal,Other - Recreation,68 Annunciation Rd,2120,39600,7.2,Not Available,,Other - Recreation,2000,27.4,0.7,283196,1,0,,,,Not Available,2016,889235.44,22.4554404
THOMPSON,Municipal,K-12 School,100 Maxwell St.,2124,75508,53.7,94,,K-12 School,1892,251.2,3.3,4051077,0.2,0.8,,,,Not Available,2016,5946980.302,78.75960563
Thomson Portfolio - 11 Farnsworth St - Parcel 06-02658-001,Yes,Financial Office,11 Farnsworth Street,2210,45280,79.5,74,,Financial Office,1900,324.5,7.2,3598492,0.71,,,6.9,,602658001,2015 2016,8022478.734,177.1748837
Thomson Portfolio - 12-22 Thomson Place - Parcel 0602654010,Yes,Financial Office,12-44 Thomson Place,2210,184479,99,48,,Financial Office Office,1900,1673.4,9.1,18272282,0.88,0.12,,2,,602654010,2015 2016,52792276.87,286.1695741
Thomson Portfolio - 25 Thomson Place - Parcel 0602652010,Yes,Office,25-35 Thomson Place,2210,117469,30.9,Not Available,,Office,1900,336.3,2.9,3633274,0.9,0.1,,1,,602652010,2015 2016,10649126.09,90.65477781
Thomson Portfolio - 26 Thomson Place,Yes,Office,26-28 Thomson Place,2210,33942,82.3,55,,Office,1900,245.4,7.2,2793896,0.6,,,7.8,,602654010,2016,5263699.31,155.0792325
Thomson Portfolio - 35 Thomson Place,Yes,Office,35-37 Thomson Place,2210,53100,139.2,59,,Office,1900,504.6,9.5,7391246,0.35,0.65,,11.3,,602652010,2016,13167504.75,247.9756073
Thomson Portfolio - 44 Thomson Place,Yes,Office,42-56 Thomson Place,2210,32384,97,22,,Office,1900,261.9,8.1,3139642,0.69,0.31,,10,,602654010,2016,7824301.828,241.6101108
Thomson Portfolio 30-36 Thomson Place,Yes,Veterinary Office,30/36 Thomson Place,2210,73363,82.2,Not Available,,Veterinary Office,1900,512.8,7,6031818,0.73,0.27,,6.3,,602654010,2016,15536153.62,211.7709693
TIMILITY,Municipal,K-12 School,205 Roxbury St.,2119,83120,64.3,88,,K-12 School,1937,322,3.9,5343246,0.16,0.84,,,,Not Available,2016,7397189.762,88.99410205
TOBIN,Municipal,K-12 School,40 Smith St.,2120,64091,62.5,90,,K-12 School,1959,244.6,3.8,4002717,0.18,0.82,,,,Not Available,2016,5708674.272,89.07138713
Tobin Community Center,Municipal,Other - Recreation,1481 Tremont St,2120,50000,97.6,Not Available,,Other - Recreation,2000,320.6,6.4,4879400,0.29,0.71,,,,Not Available,2016,8080773.843,161.6154769
Tosteson Medical Education Center (TMEC),Yes,College/University,260 Longwood Ave,2115,180027,198.8,Not Available,,College/University,1905,2493.2,13.8,35783895,0.23,0,0.49,0.4,,401882000,2014 2015 2016,46884059.23,260.4279315
Tow Lot,Municipal,Other - Public Services,200 Frontage Rd,2118,46154,40.7,Not Available,,Other - Public Services,2000,161.7,3.5,1877171,0.69,0.17,,,,Not Available,2016,4402152.774,95.37965884
Tower Point,Yes,Office,27-43 Wormwood Street,2210,155165,84.7,50,,Office,1990,1271.5,8.2,13142468,1,,,19.4,,602754010,2014 2015 2016,41267349.52,265.9578482
Towne Estates,Yes,Multifamily Housing,141 Lake Shore Road #2B,2135,344080,44.3,100,,Multifamily Housing,1965,891.3,2.6,15253897,0.12,0.88,,54.4,,4452243,2015 2016,19842269.61,57.66760523
Townelyne Condominium Trust,Yes,Other - Lodging/Residential,121 Tremont Street,2135,72040,53.4,Not Available,,Other - Lodging/Residential Parking,1979,253.4,3.5,3849056,0.29,0.71,,34.9,,2203713000,2015 2016,6374421.642,88.48447587
Training Academy / Fire Academy,Municipal,Fire Station,200 Moon Island,2169,30000,27.4,Not Available,,Fire Station,2000,32.5,1.1,822048,0.41,,,,,Not Available,2016,1058304.466,35.27681555
Transorg LP c/o KeyPoint Partners LLC,Yes,Other,21 Powerhouse Street,2127,60000,131.6,Not Available,,Other,1981,690,11.5,7896103,0.58,,,30.2,,603405100,2014 2015 2016,14380381.87,239.6730312
Traveler Storage LLC,Yes,Other,33 Traveler Street,2118,53312,26.1,Not Available,,Other,1988,96.1,1.8,1393357,0.36,0.64,,6.4,,306576000,2014 2015 2016,2511387.198,47.10735289
Tremont Commons Corporation,Yes,Other,131 Tremont Street,2111,46729,111.8,Not Available,,Multifamily Housing Office Other Restaurant,1924,438,9.4,5224029,0.7,0.3,,57,,Not Available,2016,13127984.88,280.9387078
Tremont on the Common Condominium,Yes,Multifamily Housing,151 Tremont Street,2111,300000,33.5,99,,Multifamily Housing Parking,1967,933.9,3.1,10062192,0.91,0.09,,34.6,,304850000,2015 2016,29702584.56,99.00861522
Tremont Residential (Grandview Condo),Yes,Multifamily Housing,"c/o The Niles Company, Inc.",2021,156534,59.5,79,,Multifamily Housing,1900,624.5,4,9313023,0.32,0.68,,17.9,,304847010,2015 2016,16007223.93,102.2603647
Trilogy,Yes,Multifamily Housing,170 Brookline Avenue,2215,142773,64.3,25,,Multifamily Housing,2006,715.4,5,9182079,0.57,0.43,,37.9,,2100051018,2015 2016,20579793.66,144.1434561
Trinity Foley,Yes,Multifamily Housing,249 River Street,2126,125000,55.9,35,,Multifamily Housing,1900,496.9,4,6991396,0.41,0.59,,,,1800113100,2016,13331893.03,106.6551443
Trinity Place Condominium,Yes,Multifamily Housing,1 Huntington Ave.,2116,177636,133.9,1,,Multifamily Housing Other - Services Parking Restaurant,2001,1836.5,10.3,23791389,0.41,0.12,0.47,28.4,,401053010,2015 2016,47045092.61,264.8398557
TROTTER,Municipal,K-12 School,135 Humboldt Ave.,2121,79600,86.9,61,,K-12 School,1969,426.3,5.4,6921175,0.19,0.81,,,,Not Available,2016,10015632.05,125.8245233
Tudor Place Condominium,Yes,Multifamily Housing,157 W. 6th St.,2127,60000,45.4,95,,Multifamily Housing,1989,191.7,3.2,2725520,0.39,0.61,,38.3,,600685010,2015 2016,5083367.352,84.7227892
Tufts Medical Center,Yes,Hospital (General Medical & Surgical),800 Washington St,2111,1829394,173,77,,Data Center Hospital (General Medical & Surgical) Parking,1982,24938.6,13.6,316523998,0.41,0.01,0.58,26.1,,Not Available,2014 2015 2016,631117200.4,344.9870287
Tupper Building,Yes,Medical Office,15 Kneeland Street,2116,97559,117402.6,1,,Medical Office,1924,760749.6,7797.8,11453680919,0,0,1.00,27.9,,Not Available,2014 2015 2016,13744417103,140883.1282
Twenty-One Beacon Condominium,Yes,Multifamily Housing,21 Beacon Street,2108,94785,182,2,,Convenience Store Multifamily Housing Office Other - Restaurant/Bar,1900,1113.9,11.8,17250643,0.26,0.74,,78.8,,302807000,2015 2016,27487174.56,289.994984
Two Clarendon,Yes,Not Available,2 Clarendon Street,2116,Not Available,Not Available,Not Available,,,1985,Not Available,#VALUE!,Not Available,,,,,,400206000,2014 2015 2016,#VALUE!,#VALUE!
Two Financial Center,Yes,Office,60 South Street,2111,240321,78.9,74,,Convenience Store Office Parking,2009,1834.5,7.6,18962094,1,,,11,,304300010,2014 2015 2016,59540975.16,247.7560228
