Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),PARCEL_ID,Years Reported,Total Source Energy (kBTU),Source EUI (kBTU/sf),2030 Target by Type,Distance to 2030 Target %,Distance to 2030 Target val,Specific Property Type,,,
St. Joseph Hall,Yes,Residential,430 The Fenway,02115,94450,44.8,90,,Residence Hall/Dormitory,1966,301.7,3.2,4232422,0.42,0.58,,38.3,,0401847000,2014 2015 2016,8159263.132,86.38711627,101.6,0,-15.212884,Residence Hall/Dormitory,,,
Stables,Municipal,Public Order and Saftey,165 Allandale St,02120,3440,214.1,Not Available,,Police Station,2000,7.8,2.3,736640,0.11,,,,,Not Available,2016,254435.456,73.96379535,116.8,0,-42.836205,Police Station,,,
Standish Village TRS LLC,Yes,Public Assembly,1190 Adams St,02124,76430,105.6,Not Available,,Senior Care Community,1880,560,7.3,8074124,0.37,0.63,,73.1,,1703663030,2015 2016,14721550.29,192.6148147,,0,-42.836205,Senior Care Community,,,
State Transportation Building ,Yes,Office,10 Park Plaza,02116,901000,52,0,,State Office Building Office,1984,4522.3,,46932216,0.79,,0.21,,,Not Available,2016,128246973.4,142.3384833,101.6,0.286208,40.738483,State Office Building,,,
Station 06 (inactive),Municipal,Public Order and Saftey,273 D St,02127,18084,Not Available,Not Available,,Police Station,2000,0,0,Not Available,,,,,,Not Available,2016,#VALUE!,#VALUE!,,0,40.738483,Police Station,,,
Sterling Suffolk Race Cource LLC,Yes,Public Assembly,525 McClellan Highway,02128,7100280,Not Available,Not Available,,Other - Entertainment/Public Assembly Parking,1935,0,0,Not Available,,,,,,Not Available,2014 2016,#VALUE!,#VALUE!,,0,40.738483,Other - Entertainment/Public Assembly,,,
Stillman Tennis Center,Municipal,Public Assembly,44 Terminal St,02129,64320,27.1,Not Available,,Fitness Center/Gym,2000,92.7,1.4,1746200,,1,,,,Not Available,2016,1833510.21,28.5060667,101.6,0,-73.093933,Fitness Center/Health Club/Gym,,,
Stony Brook Commons,Yes,Residential,390 Blue Ledge Drive,02131,459000,74.3,97,,Multifamily Housing,1900,1873.9,4.1,34086015,0.04,0.96,,67.1,,1806016400,2015 2016,38639906.6,84.18280306,101.6,0,-17.417197,Multifamily Housing,,,
Stony Brook Village,Yes,Residential,145 Navarre St,02136,77407,124.4,18,,Multifamily Housing,1964,572.3,7.4,9626873,0.15,0.85,,5894.5,,1806881000,2015 2016,13126241.34,169.5743452,101.6,0.400853,67.974345,Multifamily Housing,,,
Storage,Municipal,Public Order and Saftey,302 Northern Ave,02210,5000,18.7,Not Available,,Fire Station,2000,9,1.8,93502,1,,,,,Not Available,2016,293597.536,58.7195072,101.6,0,-42.880493,Fire Station,,,
STP LLC,Yes,Mercentile,477 481 Washington Street,02111,171918,Not Available,Not Available,,Office Retail Store,1920,Not Available,Not Available,Not Available,,,,,,Not Available,2014 2015 2016,#VALUE!,#VALUE!,,0,-42.880493,Retail Store,,,
Strand Theatre,Municipal,Other,543 Columbia Rd,02125,18000,278,Not Available,,Other,2000,344.3,19.1,5004878,0.36,0.64,,,,Not Available,2016,9020792.468,501.1551371,101.6,0.797268,399.555137,Other,,,
Street Light Yard,Municipal,Mercentile,327 Forest Hills Street,02130,4320,111.4,Not Available,,Repair Services,2000,23.5,5.4,481371,0.51,,,,,Not Available,2016,770867.5194,178.4415554,,0,399.555137,Repair Services (Vehicle Shoe Locksmith etc.),,,
Streetlighting Yard PWD,Municipal,Mercentile,430 Canterbury St,02131,9150,25.4,Not Available,,Repair Services,2014,22.5,2.5,232825,1,,,,,Not Available,2016,731069.558,79.89831235,,0,399.555137,Repair Services (Vehicle Shoe Locksmith etc.),,,
Stress Unit,Municipal,Public Order and Saftey,249 River St,02126,3115,80.3,Not Available,,Police Station,2000,15.7,5,249983,0.22,0.78,,,,Not Available,2016,377424.0314,121.163413,116.8,0.036013,4.363413,Police Station,,,
SUMNER,Municipal,Education,15 Basile St.,02131,49105,57.2,95,,K-12 School,1931,168.4,3.4,2811110,0.16,0.84,,,,Not Available,2016,3891699.992,79.25262177,101.6,0,-22.347378,K-12 School,,,
Sumner Hill House Condos: Sumner Hill House Condos,Yes,Residential,76 Elm Street,02130,95501,52.8,87,,Multifamily Housing,1985,334.9,3.5,5041273,0.31,0.69,,23.8,,1901237000,2016,8559577.427,89.62814449,101.6,0,-11.971856,Multifamily Housing,,,
Symphony Court Condo,Yes,Residential,41 Westland Ave,02115,72000,30.8,99,,Multifamily Housing,1960,165.1,2.3,2218755,0.49,0.51,,17.1,,0401482000,2015 2016,4601919.746,63.91555202,101.6,0,-37.684448,Multifamily Housing,,,
Symphony East: 334 Massachusetts Ave,Yes,Residential,334 Massachusetts Ave,02115,154105,66.4,65,,Multifamily Housing,1978,724.3,4.7,10235725,0.4,0.6,,44,,0402295000,2016,19304577.35,125.2689877,101.6,0.188945,23.668988,Multifamily Housing,,,
Symphony West: 333 Massachusetts Ave,Yes,Residential,333 Massachusetts Ave,02115,174779,78.4,43,,Multifamily Housing,1978,960.3,5.5,13706279,0.39,0.61,,42.4,,0402277000,2016,25563580.96,146.2623139,101.6,0.305358,44.662314,Multifamily Housing,,,
TAFT,Municipal,Education,20 Warren St.,02135,113199,59.5,89,,K-12 School,1895,409.4,3.6,6733926,0.18,0.82,,,,Not Available,2016,9603925.689,84.84108242,101.6,0,-16.758918,K-12 School,,,
Tai Tung Village,Yes,Residential,232 Harrison Avenue,02111,596474,39.3,100,,Multifamily Housing Parking,1973,1307,2.2,23428839,0.06,0.94,,28.7,,0305021000,2015 2016,27538257.36,46.16841197,101.6,0,-55.431588,Multifamily Housing,,,
Tata Hall,Yes,Residential,53 Harvard Way,02163,157587,56.8,84,,Residence Hall/Dormitory,2012,653,4.1,8943184,0.46,0.54,,22.9,82620,2200530000,2014 2015 2016,7.39E+11,142,25.4,0.999995,4.69E+06,Residence Hall/Dormitory,,,
TAYLOR,Municipal,Education,1060 Morton St.,02126,51389,38.3,99,,K-12 School,1931,124.8,2.4,1970355,0.23,0.77,,,,Not Available,2016,3016023.011,58.69005061,101.6,0,-42.909949,K-12 School,,,
TD Garden,Yes,Public Assembly,100 Legends Way,02114,755000,105.8,Not Available,,Indoor Arena Parking,1995,6643.9,8.8,79882210,0.69,0.31,,24.3,,0301925100,2014 2015 2016,199074455.5,263.6747756,101.6,0.614677,162.074776,Indoor Arena,,,
Teele Hall,Yes,Office,230 Western Ave,02134,52688,67.8,68,,Office,1984,328.1,6.2,3570738,0.89,0.11,,14.7,,2201058010,2014 2015 2016,10391204.65,197.221467,101.6,0.484843,95.621467,Office,,,
Temple Bnai Moshe,Yes,Public Assembly,16 Sidlaw rd,02135,32425,26.6,93,,Parking Worship Facility,1934,56,1.7,862282,0.27,0.73,,4.8,,2102533000,2016,1391981.833,42.9292778,101.6,0,-58.670722,Worship Facility,,,
Tenean Properties,Yes,Office,60 Tenean Street,02122,48399,51.6,97,,Office,1968,160.3,3.3,2495263,0.26,0.74,,0.2,,1602580000,2016,3975952.064,82.14946722,101.6,0,-19.450533,Office,,,
Tent City,Yes,Residential,130 Dartmouth Street,02116,327174,79,46,,Multifamily Housing Retail Store,1987,1814.7,5.5,25853154,0.39,0.61,,40.3,,0400600040,2015 2016,48218717.71,147.3794302,101.6,0.310623,45.77943,Multifamily Housing,,,
Teraview Investments LLC,Yes,Office,1000 Washington Street,02118,242240,81.1,67,,Office,1900,1616.4,6.7,19643296,0.67,0.33,,15.2,,0306234010,2014 2016,48131968.19,198.6953773,,0,45.77943,Office,,,
The Atlantic Building,Yes,Office,400 Atlantic Avenue,02210,104690,81.4,79,,Office,1984,694.7,6.6,8523735,0.65,0.35,,11.5,,0302960000,2014 2015 2016,20529414.54,196.0971873,101.6,0.48189,94.497187,Office,,,
The Blackstone Apartments,Yes,Residential,33 Blossom Street,02114,129648,59.4,86,,Multifamily Housing,1978,516.3,4,7704342,0.32,0.68,,36.6,,0300670000,2015 2016,13242223.72,102.1398226,101.6,0.005285,0.539823,Multifamily Housing,,,
The Boston Conservatory,Yes,Education,31 Hemenway St,02115,39900,122.5,Not Available,,College/University,2010,357.3,9,4886540,0.46,0.54,,6.5,,Not Available,2016,9828786.556,246.3355027,48.8,0.801896,197.535503,College/University,,,
The Boston Conservatory,Yes,Education,8 Fenway,02215,45738,86.3,Not Available,,College/University,1899,262.6,5.7,3947707,0.31,0.69,,17.6,,Not Available,2016,6702811.715,146.5479845,195.2,0,-48.652016,College/University,,,
The Boston Globe,Yes,Other,135 William T. Morrissey Blvd.,02205,710000,91.1,Not Available,,Other Parking,1958,6189.8,8.7,64651689,0.98,0.02,,20.7,,1302364050,2014 2015 2016,200303862.9,282.1181167,101.6,0.639867,180.518117,Other,,,
The Bostonian Boston a Millennium Hotel,Yes,Residential,26 North Street,02109,204900,87,60,,Hotel,1982,1353.2,6.6,17821519,0.52,0.48,,28.5,,0303365000,2014 2015 2016,38081020.94,185.8517372,,0,180.518117,Hotel,,,
The Colonnade Hotel,Yes,Residential,120 Huntington Avenue,02116,276439,147.5,48,,Hotel,1971,2657,9.6,40762949,0.28,0.72,,72.6,,Not Available,2014 2015 2016,66655574.2,241.1221796,101.6,0.578637,139.52218,Hotel,,,
The Colonnade Residences,Yes,Residential,118 Huntington Avenue,02116,172000,103.9,Not Available,,Multifamily Housing Parking,2002,1167.7,6.8,17864081,0.28,0.72,,27.4,,0400905010,2015 2016,29211345.25,169.8334026,25.4,0.850442,144.433403,Multifamily Housing,,,
The Copley Condominium,Yes,Residential,271 Dartmouth St,02116,53000,60.3,60,,Multifamily Housing,1871,260.4,4.9,3197880,0.65,0.35,,61.8,,501312000,2015 2016,7702093.98,145.3225279,101.6,0.300865,43.722528,Multifamily Housing,,,
The Corner Mall,Yes,Office,413 Washington Street,02108,212515,108.8,52,,Office Performing Arts Retail Store,1925,1749.4,8.2,23119254,0.46,0.36,0.17,36.9,,0304738000,2014 2015 2016,46848856.31,220.449645,101.6,0.539124,118.849645,Office,,,
The Eliot Hotel,Yes,Residential,370 Commonwealth avenue,02215,72950,Not Available,Not Available,,Hotel,1925,Not Available,Not Available,Not Available,,,,,,0503800000,2014 2015 2016,#VALUE!,#VALUE!,,0,118.849645,Hotel,,,
The First Church of Christ Scientist (plaza),Yes,Office,210 Massachusetts Avenue,02115,1081190,123.7,Not Available,,Museum Office Parking Worship Facility,1934,8638.8,8,133700447,0.26,0.73,,11.6,,0401185000 0401150000 0401162000,2014 2015 2016,211634437.6,195.7421337,,0,118.849645,Office,,,
The Forbes Building,Yes,Residential,545 Centre Street,02130,88616,110.6,34,,Multifamily Housing,1976,791.2,8.9,9803741,0.29,,,46.9,,1901974000,2014 2015 2016,8927286.555,100.7412494,101.6,0,-0.858751,Multifamily Housing,,,
The Gillette Company,Yes,Other,One Gillette Park,02127,1526083,684.4,Not Available,,Manufacturing/Industrial,1905,55718,36.5,1044445718,0,0.99,,26.3,,0601169000,2014 2015 2016,1085701324,711.4300624,101.6,0.857189,609.830062,Manufacturing/Industrial Plant,,,
The Heritage on the Garden,Yes,Office,300 Boylston Street,02116,357614,73.4,39,,Multifamily Housing Office Other Other - Services Parking Restaurant,1988,2336.6,6.5,26238773,0.82,0.18,,23.1,,0501170002,2014 2015 2016,72518720.82,202.7849044,101.6,0.498977,101.184904,Mixed Use Property,,,
The Jefferson Schoolhouse Condominium,Yes,Residential,240 Heath Street,02130,12600,137.7,Not Available,,Other - Lodging/Residential,1987,167.8,13.3,1734647,1,,,148.4,,1001671000,2016,5446791.58,432.285046,130.4,0.698347,301.885046,Other - Lodging/Residential,,,
The Kensington,Yes,Residential,665 Washington Street,02111,315480,62,Not Available,,Multifamily Housing Office Parking Retail Store,2013,1583.7,5,19573499,0.64,0.36,,33.9,,0304896020,2015 2016,46733686.21,148.1351788,25.4,0.828535,122.735179,Multifamily Housing,,,
The Landmark,Yes,Office,160 Federal Street,02110,366650,46,87,,Office,1929,1631.3,4.4,16861939,1,,,11.2,,Not Available,2014 2015 2016,52946488.46,144.4060779,101.6,0.296429,42.806078,Office,,,
The Lenox Hotel,Yes,Residential,710 Boylston Street,02116,130410,133.6,67,,Hotel,1900,1236.4,9.5,17419834,0.41,0.59,,64.4,,0401038000,2014 2015 2016,33217881.45,254.7188211,101.6,0.601129,153.118821,Hotel,,,
The Liberty Hotel,Yes,Residential,215 Charles St,02114,240000,179.7,8,,Hotel,2007,2949.7,12.3,43119893,0.35,0.65,,24.7,,0300758106,2014 2015 2016,76818089.38,320.0753724,25.4,0.920644,294.675372,Hotel,,,
The Lofts,Yes,Residential,530 Atlantic Avenue,02210,124123,86.9,Not Available,,Other - Lodging/Residential Other - Restaurant/Bar,2011,771.7,6.2,10783061,0.42,0.58,,32.4,,0302952014,2015 2016,20787585,167.4756894,32.6,0.805345,134.875689,Other - Lodging/Residential,,,
The Longwood: The Longwood,Yes,Residential,1575 Tremont Street,02120,167113,83.6,43,,Multifamily Housing,1965,907.9,5.4,13973057,0.27,0.73,,31.2,,1000017000,2015 2016,22556705.92,134.9787624,101.6,0.247289,33.378762,Multifamily Housing,,,
The MASCO Building,Yes,Office,375 Longwood Avenue,02115,83307,129,Not Available,,Office Pre-school/Daycare Restaurant Retail Store,1992,869,10.4,10742681,0.64,0.36,,22,,01996100,2014 2015 2016,25649225.16,307.8879945,101.6,0.67001,206.287994,Office,,,
The Mecca at Grove Hall,Yes,Mercentile,456 - 474 Blue Hill Avenue,02121,77161,184.7,Not Available,,Other - Mall,1999,1156.5,15,14252176,0.64,0.36,,19.4,,Not Available,2016,34028495.42,441.0064076,197.6,0.551934,243.406408,Other - Mall,,,
The Metropolitan: 1 Nassau Street,Yes,Residential,1 Nassau St,02111,350000,54.7,47,,Multifamily Housing,2001,1418.6,4.1,19147989,0.48,0.52,,45.9,,0305424030,2015 2016,39314650.81,112.3275737,101.6,0.095503,10.727574,Multifamily Housing,,,
The Midtown Hotel,Yes,Residential,220 Huntington Avenue,02115,98468,83.9,87,,Hotel Parking,1961,626.8,6.4,8257933,0.31,0.25,,71,,0402304000,2014 2015 2016,10205979.39,103.6476763,101.6,0.019756,2.047676,Hotel,,,
The Nautica Condominium Leasehold Trust,Yes,Residential,1 Warren St,02129,150977,75.9,67,,Multifamily Housing Parking,2000,838.7,5.6,11453141,0.46,0.54,,62.6,,Not Available,2015 2016,23036847.81,152.5851475,101.6,0.334142,50.985148,Multifamily Housing,,,
The Park Drive Condominium,Yes,Residential,63-69 Park Drive,02115,35000,75.9,83,,Multifamily Housing,1925,159.5,4.6,2655294,0.16,0.84,,43.3,,504253000,2015 2016,3675989.014,105.0282575,101.6,0.032641,3.428257,Multifamily Housing,,,
The Porter Condominium Trust,Yes,Residential,156 Porter Street,02128,165000,65.4,42,,Multifamily Housing,2005,785.3,4.8,10783242,0.45,0.55,,41.6,,0104164010,2016,21464043.2,130.0851103,25.4,0.804743,104.68511,Multifamily Housing,,,
The Portland Group Boston,Yes,Warehouse and Storage,82 Gerard Street,02119,42030,64.3,Not Available,,Distribution Center,1925,169.9,4,2701778,0.22,0.78,,0.5,,0800958000,2016,4079144.273,97.05315902,101.6,0,-4.546841,Distribution Center,,,
The Roxbury Latin School,Yes,Education,101 St. Theresa Avenue,02132,181272,57.3,76,,K-12 School,1928,711,3.9,10388318,0.35,0.65,,44,,2003263000,2015 2016,18506788.52,102.0940273,101.6,0.004839,0.494027,K-12 School,,,
The Starboard Condominiums,Yes,Residential,45 First Avenue,02129,47454,25.8,100,,Multifamily Housing,2013,90.1,1.9,1224966,0.47,0.53,,5.6,,0203511400,2016,2489498.605,52.46130158,25.4,0.515834,27.061302,Multifamily Housing,,,
The Stearns: 10 Temple Place,Yes,Residential,10 Temple Pl,02111,135344,64.4,69,,Multifamily Housing,1909,591.1,4.4,8713509,0.34,0.66,,49.4,,0304794000,2016,15341003.95,113.3482382,101.6,0.103647,11.748238,Multifamily Housing,,,
The Victor,Yes,Residential,110 Beverly St,02114,425709,45.8,67,,Multifamily Housing Parking Retail Store,2013,1544.6,3.6,19515726,0.6,0.4,,17.2,,0301536000,2015 2016,44964232.7,105.6219923,25.4,0.75952,80.221992,Multifamily Housing,,,
The Viridian,Yes,Residential,1282 Boylston Street,02215,272845,48.9,90,,Multifamily Housing Parking Retail Store,2014,1082.7,4,13341406,0.64,0.36,,13.1,,0504225000,2015 2016,31853940.97,116.7473876,25.4,0.782436,91.347388,Multifamily Housing,,,
The Westin Copley Place Boston,Yes,Residential,10 Huntington Avenue,02116,885000,67.9,80,,Hotel Parking Restaurant,1982,4742.3,5.4,60053490,0.55,0.3,0.15,29.7,,0401067010,2014 2015 2016,133438854.8,150.778367,,0,91.347388,Hotel,,,
Theroch,Yes,Residential,133 Columbia Road,02121,310225,62.9,86,,Multifamily Housing,1940,1177.4,3.8,19523745,0.16,0.84,,41,,1202313000 1202360000 1202380000 1202398000 1202402000 1202420000 1400064000 1400084000 1400087000 1401065000 1402457000 1402458000 1402511000,2015 2016,27028672.58,87.12602975,101.6,0,-14.47397,Multifamily Housing,,,
Thomas Johnson Community Center,Municipal,Public Assembly,68 Annunciation Rd,02120,39600,7.2,Not Available,,Other - Recreation,2000,27.4,0.7,283196,1,0,,,,Not Available,2016,889235.44,22.4554404,80,0,-57.54456,Other - Recreation,,,
THOMPSON,Municipal,Education,100 Maxwell St.,02124,75508,53.7,94,,K-12 School,1892,251.2,3.3,4051077,0.2,0.8,,,,Not Available,2016,5946980.302,78.75960563,101.6,0,-22.840394,K-12 School,,,
Thomson Portfolio - 11 Farnsworth St - Parcel 06-02658-001,Yes,Office,11 Farnsworth Street,02210,45280,79.5,74,,Financial Office,1900,324.5,7.2,3598492,0.71,,,6.9,,0602658001,2015 2016,8022478.734,177.1748837,101.6,0.426555,75.574884,Financial Office,,,
Thomson Portfolio - 12-22 Thomson Place - Parcel 0602654010,Yes,Office,12-44 Thomson Place,02210,184479,99,48,,Financial Office Office,1900,1673.4,9.1,18272282,0.88,0.12,,2,,0602654010,2015 2016,52792276.87,286.1695741,101.6,0.644966,184.569574,Financial Office,,,
Thomson Portfolio - 25 Thomson Place - Parcel 0602652010,Yes,Office,25-35 Thomson Place,02210,117469,30.9,Not Available,,Office,1900,336.3,2.9,3633274,0.9,0.1,,1,,0602652010,2015 2016,10649126.09,90.65477781,101.6,0,-10.945222,Office,,,
Thomson Portfolio - 26 Thomson Place,Yes,Office,26-28 Thomson Place,02210,33942,82.3,55,,Office,1900,245.4,7.2,2793896,0.6,,,7.8,,0602654010,2016,5263699.31,155.0792325,101.6,0.344851,53.479232,Office,,,
Thomson Portfolio - 35 Thomson Place,Yes,Office,35-37 Thomson Place,02210,53100,139.2,59,,Office,1900,504.6,9.5,7391246,0.35,0.65,,11.3,,0602652010,2016,13167504.75,247.9756073,101.6,0.590282,146.375607,Office,,,
Thomson Portfolio - 44 Thomson Place,Yes,Office,42-56 Thomson Place,02210,32384,97,22,,Office,1900,261.9,8.1,3139642,0.69,0.31,,10,,0602654010,2016,7824301.828,241.6101108,101.6,0.579488,140.010111,Office,,,
Thomson Portfolio 30-36 Thomson Place,Yes,Office,30/36 Thomson Place,02210,73363,82.2,Not Available,,Veterinary Office,1900,512.8,7,6031818,0.73,0.27,,6.3,,0602654010,2016,15536153.62,211.7709693,101.6,0.520236,110.170969,Veterinary Office,,,
TIMILITY,Municipal,Education,205 Roxbury St.,02119,83120,64.3,88,,K-12 School,1937,322,3.9,5343246,0.16,0.84,,,,Not Available,2016,7397189.762,88.99410205,101.6,0,-12.605898,K-12 School,,,
TOBIN,Municipal,Education,40 Smith St.,02120,64091,62.5,90,,K-12 School,1959,244.6,3.8,4002717,0.18,0.82,,,,Not Available,2016,5708674.272,89.07138713,101.6,0,-12.528613,K-12 School,,,
Tobin Community Center,Municipal,Public Assembly,1481 Tremont St,02120,50000,97.6,Not Available,,Other - Recreation,2000,320.6,6.4,4879400,0.29,0.71,,,,Not Available,2016,8080773.843,161.6154769,80,0.504998,81.615477,Other - Recreation,,,
Tosteson Medical Education Center (TMEC),Yes,Education,260 Longwood Ave,02115,180027,198.8,Not Available,,College/University,1905,2493.2,13.8,35783895,0.23,0,0.49,0.4,,0401882000,2014 2015 2016,46884059.23,260.4279315,195.2,0.250464,65.227931,College/University,,,
Tow Lot,Municipal,Other,200 Frontage Rd,02118,46154,40.7,Not Available,,Other - Public Services,2000,161.7,3.5,1877171,0.69,0.17,,,,Not Available,2016,4402152.774,95.37965884,101.6,0,-6.220341,Other - Public Services,,,
Tower Point,Yes,Office,27-43 Wormwood Street,02210,155165,84.7,50,,Office,1990,1271.5,8.2,13142468,1,,,19.4,,0602754010,2014 2015 2016,41267349.52,265.9578482,101.6,0.617985,164.357848,Office,,,
Towne Estates,Yes,Residential,141 Lake Shore Road #2B,02135,344080,44.3,100,,Multifamily Housing,1965,891.3,2.6,15253897,0.12,0.88,,54.4,,4452243,2015 2016,19842269.61,57.66760523,101.6,0,-43.932395,Multifamily Housing,,,
Townelyne Condominium Trust,Yes,Residential,121 Tremont Street,02135,72040,53.4,Not Available,,Other - Lodging/Residential Parking,1979,253.4,3.5,3849056,0.29,0.71,,34.9,,2203713000,2015 2016,6374421.642,88.48447587,130.4,0,-41.915524,Other - Lodging/Residential,,,
Training Academy / Fire Academy,Municipal,Public Order and Saftey,200 Moon Island,02169,30000,27.4,Not Available,,Fire Station,2000,32.5,1.1,822048,0.41,,,,,Not Available,2016,1058304.466,35.27681555,101.6,0,-66.323184,Fire Station,,,
Transorg LP c/o KeyPoint Partners LLC,Yes,Other,21 Powerhouse Street,02127,60000,131.6,Not Available,,Other,1981,690,11.5,7896103,0.58,,,30.2,,0603405100,2014 2015 2016,14380381.87,239.6730312,101.6,0.576089,138.073031,Other,,,
Traveler Storage LLC,Yes,Other,33 Traveler Street,02118,53312,26.1,Not Available,,Other,1988,96.1,1.8,1393357,0.36,0.64,,6.4,,0306576000,2014 2015 2016,2511387.198,47.10735289,101.6,0,-54.492647,Other,,,
